,x,y
0,15.342560429926007,9.907347461581635
1,5.728087009322399,11.520928130995642
2,13.596776508071788,6.935808558531063
3,6.7253019811550185,14.053564238571745
4,13.753101344046527,7.398367341860761
5,5.712482427682284,8.282502070965673
6,12.519458741906229,5.8718889087664525
7,12.765804006257694,5.85952281121581
8,9.816746095876816,14.499399706705685
9,8.649974508227253,15.111663008836288
10,5.171545297416111,10.910928246631133
11,6.000961813038942,13.355855457645333
12,11.885379678670185,5.073204194816587
13,9.954654791337504,14.917641087227304
14,8.01746213338096,14.35427683205004
15,5.225619936783167,8.150542273308464
16,13.321400531440105,6.498619859274009
17,13.849162641351656,13.08914547899348
18,14.27169258394607,8.224785215140692
19,14.74567010812254,11.720538711049013
20,7.146131316791526,5.492862744751409
21,12.145756354805002,5.004904343293875
22,11.92598133131338,14.267437279700115
23,13.471764129447031,13.185329914354023
24,7.4537789989196614,13.922954576374545
25,9.872323556962812,14.903080266561435
26,15.033787262103258,8.173388962767152
27,5.143683084689677,10.810658453602809
28,14.319131219249055,7.592034399631859
29,12.536923299923044,14.287521792427796
30,9.133509600903116,14.7943522529417
31,12.254401415597332,14.074539530627021
32,13.352147330403046,13.463182518110516
33,14.22158099197474,12.566928373340405
34,14.352438783260375,8.7421734463536
35,6.575475550603357,6.997829253385834
36,14.195192207053076,6.568498732006406
37,8.01262730717341,14.834975807333194
38,5.478473224867624,7.649800391768045
39,14.67763445518755,8.321865896410799
40,10.91970407225884,4.92439774922109
41,14.417720841602526,8.098663588995073
42,5.3235220055581705,12.34763945997405
43,13.936157846426603,7.27682354796784
44,10.569595163303806,4.564944242184163
45,7.964928521936723,14.98758685809424
46,4.837804112741669,8.532865639347872
47,10.871377663828332,4.811549108488398
48,10.456396636195784,5.202368641573879
49,7.170109803333407,13.891545278084024
50,5.354624460148551,7.571142065509339
51,5.057306331040714,11.146240015069147
52,11.986101629767909,5.66112049873435
53,12.698407786772782,14.634027856686348
54,14.305745187122556,11.46685021870243
55,7.0190882298962585,5.899276566659189
56,13.551578846922995,13.755591378503082
57,10.066307305574934,5.230245201765065
58,14.867252300464397,10.727921317225885
59,12.234215227268034,14.863614906167268
60,5.890860354567166,6.686176326639645
61,4.761523952811523,8.782984520415473
62,7.699166568658867,14.63483051783573
63,10.785985911997255,14.667200630657284
64,14.29513762967046,12.701108828967858
65,12.341298802931925,5.296114397033892
66,11.38656552093226,14.686005389903595
67,12.772823393656346,14.438881617736397
68,13.153482688667799,6.38404568928083
69,4.934383224060528,11.828214920110788
70,13.464412804397526,12.928558961325848
71,6.053498260122106,7.1162696105239736
72,14.654080209655609,12.314339604084479
73,9.238218177528688,5.428039375940958
74,5.345764840203182,10.938237114604506
75,8.60894330596882,14.596988990874479
76,13.214440279022831,6.166624276314959
77,15.113821037084097,10.582606626041485
78,5.766084782696571,12.524702066822874
79,14.808387933083356,9.101648035851216
80,14.25337356514852,6.962443680132418
81,8.109680373377909,5.899201126962469
82,5.22948500843363,7.729292075614192
83,13.83097290173053,7.30056819975513
84,5.628520544089444,7.202280464846661
85,14.314880252099861,12.277176612132974
86,5.783120638818281,13.105841500446846
87,5.634213470154387,7.21345485194529
88,14.793842489803755,12.366442795423293
89,13.994988384358932,12.594739926287051
90,5.283099858512801,7.867124567589816
91,12.21979421640393,15.00149163740852
92,7.393314318070293,14.165464957180507
93,6.532020043882979,5.993684916716901
94,12.5323598614539,14.035813397252632
95,8.264746053023913,14.673700620871312
96,10.943708566125459,15.179016698663728
97,6.580485634600867,13.514132903192092
98,15.120217191640664,8.988197181855792
99,10.225263795806429,15.26187453628166
100,5.340992769091474,10.997456347009859
101,14.84286980247816,8.456011167978163
102,10.577251918967075,4.947420582463007
103,5.636670221180946,11.498653525348326
104,4.983610365845917,10.515075863175163
105,5.6056717374037115,12.987944323935174
106,6.008228592797723,13.517948556425978
107,7.221133464541818,14.590521539345263
108,7.779059662302464,14.787502670747084
109,4.7510380023805485,9.426177936958513
110,10.524657081707142,4.578442882000765
111,9.939418547482667,4.976225605117499
112,13.316653119217614,13.49500240607994
113,9.878459344352802,4.8613556505716975
114,7.05452406500455,14.124959709188342
115,13.969558460597575,7.450524845818418
116,13.3622923506063,6.372496835043486
117,12.188983342192852,5.117053603488171
118,13.012775534118692,5.973569156156819
119,4.686157037812934,8.638580030287786
120,11.91392934668415,14.605858714217138
121,13.300856484176494,5.776602055513263
122,5.626407196482089,12.398738718964008
123,13.097530372525075,6.225395666994185
124,6.508988383807186,12.906607959053675
125,14.668326769440084,11.6101813582585
126,14.576865349824436,10.936532094791232
127,12.68975944648145,6.023695059248998
128,5.990496771951257,13.313127385459516
129,10.379165717311231,5.1827673753806165
130,14.475118513464249,10.633169345687996
131,5.467083517574074,12.20285470211352
132,5.665455484569093,8.756781160766941
133,11.197375590266924,5.1424288600809795
134,11.29555674777496,5.396752995149714
135,11.35001494355014,5.51286004248053
136,14.954290402585752,9.267654288361737
137,15.487781404268752,9.740588288165052
